artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Etostone,The Masquerade,0,2010,breakbeat,0.72,0.888,0.0775,0.000953,0.802,0.244,0.957,134.998,2010,chill
Freq Nasty,1000 Buddhas of the Pureland of Bass - original mix,2,2011,breakbeat,0.804,0.939,0.124,0.000941,0.738,0.342,0.868,101.978,2010,chill
Timo Maas,Better Make Room - Slide Productions Remix,1,2000,breakbeat,0.68,0.688,0.0558,0.00674,0.883,0.568,0.253,132.348,2000,chill
Aggresivnes,Rhythm Heaven - Original Mix,0,2014,breakbeat,0.656,0.914,0.0322,0.000254,0.538,0.0608,0.381,128.001,2010,chill
Noisia,Cannonball,1,2015,breakbeat,0.619,0.932,0.27,0.000653,0.166,0.619,0.508,171.989,2010,chill
Huda Hudia,Drop The Bass Now '98 - Original - 2018 Remaster,0,2018,breakbeat,0.737,0.636,0.0466,0.000216,0.345,0.0388,0.648,132.011,2010,chill
Lo Fidelity Allstars,Feel What I Feel - Radio Edit,1,2002,breakbeat,0.749,0.861,0.0322,0.00424,0.262,0.122,0.952,124.962,2000,chill
Meat Katie,Believe In Me,0,2019,breakbeat,0.732,0.782,0.0522,0.00658,0.703,0.25,0.452,127.983,2010,chill
Bassnectar,Boomerang,23,2011,breakbeat,0.391,0.843,0.0401,1.21e-05,0.85,0.374,0.233,139.967,2010,chill
Alan Tam,亮了紅燈,1,2003,cantopop,0.635,0.414,0.0312,0.661,2.1e-06,0.113,0.408,106.088,2000,happy
Eric Suen,同舟共济,5,2020,cantopop,0.557,0.398,0.026,0.537,0.0,0.0941,0.27,139.933,2020,happy
Eason Chan,從何說起(國),14,2009,cantopop,0.382,0.258,0.0304,0.609,8.14e-06,0.0976,0.142,156.07,2000,happy
葉巧琳,"神把眼淚都留給了人 - Never Too Late, My Path, Mi Way Live",13,2022,cantopop,0.534,0.483,0.0389,0.214,0.0,0.139,0.298,133.91,2020,happy
Leslie Cheung,午後紅茶,8,2000,cantopop,0.617,0.557,0.0246,0.465,3.71e-06,0.118,0.163,132.048,2000,happy
Ken Hung,你好嗎,16,2016,cantopop,0.525,0.44,0.0256,0.0637,5.97e-06,0.134,0.293,144.007,2010,happy
Leo Ku,大師作品 (feat. Trey Lee),10,2009,cantopop,0.518,0.171,0.0439,0.97,0.000168,0.0794,0.377,116.959,2000,happy
黎曉陽,阿茲與海默,16,2020,cantopop,0.67,0.375,0.0345,0.84,0.0,0.175,0.513,92.011,2020,happy
Prudence Liew,其實你不懂我的心(國語),2,2011,cantopop,0.494,0.113,0.0301,0.828,0.0,0.12,0.144,79.675,2010,happy
Eason Chan,聖誕結,33,2013,cantopop,0.719,0.387,0.0387,0.851,0.0,0.161,0.185,117.079,2010,happy
吳林峰,街燈,40,2020,cantopop,0.478,0.688,0.0393,0.552,0.0,0.118,0.539,154.903,2020,happy
Yoyo Sham,Leaving On A Jet Plane - Live at Blue Note Beijing 2017,15,2017,cantopop,0.707,0.428,0.0488,0.417,0.0,0.744,0.649,133.949,2010,happy
葉巧琳,"殘渣 - Never Too Late, My Path, Mi Way Live",12,2022,cantopop,0.469,0.433,0.0493,0.523,0.0,0.65,0.413,124.648,2020,happy
Ellen Loo,還不夠遠,18,2016,cantopop,0.53,0.949,0.26,0.016,0.0141,0.0677,0.421,152.044,2010,happy
Eason Chan,阿牛,39,2005,cantopop,0.483,0.602,0.053,0.443,0.0,0.126,0.4,176.949,2000,happy
Frances Yip,我的心裡沒有他,8,2015,cantopop,0.657,0.183,0.0655,0.882,3.26e-06,0.256,0.401,90.617,2010,happy
Alan Tam,以愛代替,3,2012,cantopop,0.651,0.805,0.0423,0.167,0.00197,0.273,0.299,93.008,2010,happy
麗莎,禪院鐘聲 - 修復版,19,2015,cantopop,0.325,0.521,0.0284,0.352,0.0,0.101,0.452,94.183,2010,happy
Vivian Chow,心事重重,2,2011,cantopop,0.519,0.387,0.0281,0.691,1.07e-06,0.148,0.21,131.751,2010,happy
Leslie Cheung,難以再說對不起,3,2001,cantopop,0.587,0.186,0.0274,0.239,0.000224,0.162,0.231,71.803,2000,happy
Jason Chan,中佬旅行團,15,2018,cantopop,0.722,0.718,0.0422,0.0733,0.0,0.103,0.545,102.025,2010,happy
Chilam,偷偷想你,2,2007,cantopop,0.591,0.198,0.0272,0.582,0.0,0.149,0.102,75.107,2000,happy
Beyond,AMANI,4,2002,cantopop,0.515,0.695,0.0297,0.0276,0.0,0.132,0.587,152.035,2000,happy
Andy Lau,"不可不信...緣 - 電影""九一神鵰俠侶""歌曲",25,2016,cantopop,0.622,0.477,0.0253,0.665,5.21e-05,0.0813,0.243,126.211,2010,happy
George Lam,友愛長存,7,2015,cantopop,0.657,0.481,0.0305,0.566,4.61e-05,0.0853,0.26,105.108,2010,happy
Johnny Ip,戲劇人生,25,2015,cantopop,0.562,0.381,0.0478,0.514,6.27e-06,0.11,0.363,77.95,2010,happy
Ivana Wong,我好愛你,5,2007,cantopop,0.553,0.119,0.0782,0.967,1.27e-06,0.0992,0.106,122.619,2000,happy
Leo Ku,小甜蜜,6,2008,cantopop,0.715,0.415,0.028,0.539,2.56e-05,0.094,0.437,96.934,2000,happy
Raymond Lam,記得忘記,21,2013,cantopop,0.422,0.261,0.0426,0.892,0.0,0.473,0.299,134.397,2010,happy
Karen Mok,在那遥远的地方,8,2009,cantopop,0.282,0.259,0.0322,0.849,0.000502,0.109,0.181,109.481,2000,happy
Glenn Underground,Going Bananas - Gorilla Disco,2,2012,chicago-house,0.819,0.683,0.0449,0.00647,0.844,0.0715,0.463,126.002,2010,chill
Louie Vega,That's What Love Is - Daddy's Workshop Rough Mix,1,2008,chicago-house,0.777,0.718,0.0398,0.0327,0.0002,0.0586,0.798,126.989,2000,chill
Felix Da Housecat,4HerMuse - Original Mix,3,2018,chicago-house,0.883,0.734,0.484,0.317,0.0,0.117,0.327,117.974,2010,chill
Marshall Jefferson,The Storm - Vocal version,0,2019,chicago-house,0.873,0.748,0.0834,0.00311,0.787,0.0895,0.193,125.0,2010,chill
Jesse Saunders,What's This FX - Dervish Remix,0,2010,chicago-house,0.78,0.785,0.249,0.0237,0.275,0.0858,0.534,132.022,2010,chill
"Steve ""Silk"" Hurley",The Word Is Love - Steve Silk Hurley Anthem of Life 12 Inch,2,2019,chicago-house,0.812,0.765,0.0334,4.69e-05,0.0379,0.0863,0.759,124.518,2010,chill
Phuture,Slam,4,2014,chicago-house,0.668,0.614,0.0467,0.0878,0.886,0.102,0.33,126.561,2010,chill
"Steve ""Silk"" Hurley","Jack Your Body - Zacharias Tiempo, Zonum Paradise Garage Remix",0,2021,chicago-house,0.714,0.925,0.0405,0.00155,0.861,0.169,0.427,123.016,2020,chill
Ralphi Rosario,I Found Love,0,2016,chicago-house,0.761,0.744,0.0329,0.00225,0.794,0.103,0.489,124.009,2010,chill
Barbara Tucker,Beautiful People - Floorplan Remix,11,2018,chicago-house,0.742,0.488,0.0256,0.0473,0.0376,0.139,0.248,123.98,2010,chill
Ralphi Rosario,I Hear The Music - Unreleased Dirty Secretz Dub,0,2022,chicago-house,0.792,0.831,0.0659,0.00099,0.636,0.0745,0.724,125.998,2020,chill
Jesse Saunders,Sunshine (feat. Dani Ivory) - Demarkus Lewis Dub,0,2016,chicago-house,0.814,0.733,0.0666,2.64e-06,0.899,0.0692,0.753,123.02,2010,chill
DJ Skull,The Drive - Original Mix,2,2023,chicago-house,0.803,0.461,0.0738,0.00357,0.879,0.0671,0.299,130.753,2020,chill
"Steve ""Silk"" Hurley","The Word Is Love - Zonum, Xavi V Rmx",0,2021,chicago-house,0.77,0.686,0.0463,0.000283,0.131,0.0514,0.87,124.006,2020,chill
Louie Vega,I Deserve To Breathe - Radio Edit 2,0,2015,chicago-house,0.909,0.643,0.0332,0.00369,0.0107,0.0922,0.753,123.997,2010,chill
Tyree Cooper,On tha Floor - Hott 22 Remix,0,2008,chicago-house,0.674,0.789,0.0667,3.17e-05,0.665,0.0827,0.71,127.002,2000,chill
DJ Pierre,Strobe Light Laser ACID - Chus & Ceballos Remix - Mixed,0,2018,chicago-house,0.796,0.919,0.0627,0.000219,0.836,0.0692,0.181,123.804,2010,chill
DJ Pierre,What Is House Muzik - Ricardo Villalobos What Is Remix - Emanuel Satie Rework,1,2015,chicago-house,0.806,0.793,0.0501,6.1e-05,0.845,0.0818,0.634,124.0,2010,chill
Louie Vega,Ain't No Stoppin' Love - Red Zone Instrumental,0,2014,chicago-house,0.808,0.836,0.0335,4.68e-05,0.878,0.0489,0.337,122.996,2010,chill
Robert Owens,Hearts and Soul - Christo 'Disco Rinse' Remix,7,2011,chicago-house,0.803,0.753,0.0324,0.00686,0.576,0.161,0.309,105.934,2010,chill
Felix Da Housecat,I Just Want to Be a Lesbian - Cloud Remix,0,2013,chicago-house,0.844,0.629,0.0513,0.00469,0.769,0.231,0.844,123.999,2010,chill
Galaxy 2 Galaxy,"Momma's Basement - 12"" Mix",9,2005,chicago-house,0.749,0.7,0.0464,0.246,0.908,0.0955,0.651,120.025,2000,chill
Paul Johnson,Dance with Me - Joe Smooth's Gifted Soul Mix,0,2020,chicago-house,0.832,0.835,0.0454,0.00196,0.00132,0.073,0.646,125.002,2020,chill
Gershon Jackson,SisSTAR Sanctified (He Picked Me Up) - House of Omni Michazzariel AfroMental Mix,0,2018,chicago-house,0.806,0.576,0.056,0.00018,0.903,0.0649,0.404,124.0,2010,chill
Marshall Jefferson,Mushrooms - Want More & Can't Say No Remix,0,2016,chicago-house,0.655,0.862,0.0362,0.00239,0.341,0.0677,0.241,123.995,2010,chill
Joe Smooth,Alternative 3 - Club Mix,0,2004,chicago-house,0.638,0.889,0.0378,0.0316,0.72,0.0784,0.771,129.954,2000,chill
Frankie Knuckles,Let's Stay Home - A Director’s Cut Instrumental’,2,2019,chicago-house,0.839,0.594,0.0452,0.000104,0.882,0.0398,0.78,116.026,2010,chill
Louie Vega,Barely Breaking Even - Ron Trent Dub,1,2022,chicago-house,0.725,0.71,0.0725,0.00424,0.131,0.293,0.909,119.993,2020,chill
"Steve ""Silk"" Hurley",The Word Is Love - Alain Ducroix & Daniele Quatrini Remix,13,2023,chicago-house,0.757,0.862,0.046,0.000105,6.54e-05,0.0192,0.697,126.003,2020,chill
Frankie Knuckles,Get Over U - Tedd Patterson Extended Mix,1,2022,chicago-house,0.749,0.731,0.0335,0.000256,0.813,0.0855,0.177,124.037,2020,chill
LAKEY INSPIRED,Overjoyed,46,2019,chill,0.739,0.501,0.0408,0.22,0.862,0.132,0.469,133.62,2010,chill
80purppp,Tay!,41,2019,chill,0.781,0.326,0.133,0.692,0.00539,0.112,0.0424,101.007,2010,chill
The Diventa Project,Other Dimension - Chill Pill Mix,28,2013,chill,0.692,0.251,0.0416,0.899,0.881,0.0891,0.601,90.013,2010,chill
18 Carat Affair,Programmed,10,2010,chill,0.641,0.499,0.0504,0.0433,0.856,0.309,0.967,59.005,2010,chill
Indivision,Time Traveler,31,2016,chill,0.481,0.866,0.0449,0.0454,0.638,0.311,0.53,173.98,2010,chill
Mahalia,Simmer (feat. Burna Boy),57,2019,chill,0.693,0.744,0.0496,0.227,0.0,0.244,0.64,91.722,2010,chill
Elaquent,Grey Poupon,22,2012,chill,0.465,0.621,0.406,0.217,0.729,0.245,0.502,86.775,2010,chill
Toro y Moi,Low Shoulder,33,2010,chill,0.671,0.915,0.0581,0.0643,0.0404,0.189,0.852,100.021,2010,chill
Ducktails,Theme to Cruising,1,2009,chill,0.465,0.432,0.0402,0.948,0.827,0.114,0.131,121.359,2000,chill
Phantogram,Howling At The Moon,33,2013,chill,0.597,0.965,0.0445,0.0166,0.000116,0.195,0.151,100.032,2010,chill
sagun,I'm Drunk And Confused,50,2017,chill,0.706,0.21,0.0604,0.737,0.817,0.0938,0.246,139.888,2010,chill
CMA,Fragments Of The Past,32,2014,chill,0.259,0.3,0.0328,0.876,0.198,0.323,0.038,129.823,2010,chill
CORBAL,Dance with Me,68,2018,chill,0.593,0.275,0.0638,0.816,0.0115,0.108,0.363,114.82,2010,chill
G Mills,Drifting,42,2021,chill,0.565,0.216,0.0396,0.719,0.961,0.101,0.261,77.082,2020,chill
Twin Shadow,Patient,14,2012,chill,0.727,0.756,0.0582,0.066,8.19e-05,0.0593,0.73,114.013,2010,chill
Consuelo Luz,Yo M'Enamori D'Un Aire/I Fell In Love With The Cha,0,2000,chill,0.417,0.107,0.0392,0.917,2.4e-05,0.114,0.293,97.543,2000,chill
Ingo Herrmann,Nature View,23,2013,chill,0.559,0.519,0.036,0.703,0.888,0.123,0.381,160.046,2010,chill
Johnny Stimson,Soulmate,41,2023,chill,0.415,0.434,0.0752,0.819,0.0,0.101,0.338,141.922,2020,chill
John Maus,Streetlight,25,2011,chill,0.388,0.989,0.0477,0.123,0.953,0.118,0.753,120.012,2010,chill
iyla,Strings,59,2020,chill,0.548,0.558,0.227,0.46,0.0,0.0788,0.7,80.031,2020,chill
Delayde,conversations with grandma,35,2018,chill,0.643,0.327,0.0874,0.894,0.946,0.0985,0.327,178.089,2010,chill
Ritmo Intacto,Indigena,13,2005,chill,0.748,0.874,0.038,0.0547,0.101,0.115,0.949,160.158,2000,chill
Dan Marciano,Insanity - Dim Chris Mix,19,2008,chill,0.89,0.593,0.303,0.00042,0.319,0.042,0.43,130.009,2000,chill
Powfu,Break Ups Suck Ass,47,2019,chill,0.605,0.327,0.037,0.866,0.0,0.125,0.608,179.839,2010,chill
Birocratic,Sleepyface,38,2017,chill,0.618,0.748,0.0635,0.116,0.778,0.0707,0.352,98.01,2010,chill
Peppe Barra,Zuccaro e llimone,1,2005,chill,0.647,0.725,0.131,0.442,0.0,0.718,0.812,145.959,2000,chill
Star Slinger,Copulate,9,2010,chill,0.673,0.71,0.127,0.000458,0.461,0.143,0.376,118.891,2010,chill
Eskadet,Asian Dream,19,2010,chill,0.396,0.829,0.0406,0.94,0.949,0.114,0.204,92.948,2010,chill
Gary B,I Have Arrived,17,2008,chill,0.652,0.728,0.0257,0.394,0.581,0.113,0.435,105.003,2000,chill
Out Of Phase,Highway Star,0,2001,chill,0.426,0.743,0.0314,4.52e-06,0.85,0.123,0.238,95.043,2000,chill
Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Finale (Excerpt: Ode to Joy)",33,2021,classical,0.24,0.494,0.0534,0.814,0.568,0.24,0.21,78.237,2020,focused
Ole-Bjørn Talstad,Lysning,30,2022,classical,0.249,0.013,0.0401,0.985,0.916,0.115,0.078,173.583,2020,focused
Wolfgang Amadeus Mozart,"Oboe Quartet in F Major, K. 370/ 368b: II. Adagio",25,2007,classical,0.269,0.0567,0.0448,0.962,0.876,0.354,0.0902,83.934,2000,focused
Johann Sebastian Bach,"Brandenburg Concerto No. 1 in F Major, BWV 1046: I. [Tempo giusto]",30,2009,classical,0.449,0.273,0.0376,0.946,0.699,0.111,0.628,84.541,2000,focused
Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante 'Elvira Madigan'",22,2016,classical,0.164,0.0436,0.0404,0.989,0.951,0.0905,0.0767,64.427,2010,focused
Frédéric Chopin,"Nocturne No. 1 in B flat minor, Op. 9 No. 1",33,2018,classical,0.366,0.00931,0.0367,0.995,0.906,0.249,0.0393,66.59,2010,focused
Johann Strauss II,Die Fledermaus: Act II: Introduction: Ein Souper heut' uns winkt,24,2002,classical,0.462,0.398,0.044,0.981,0.876,0.269,0.731,113.771,2000,focused
Epica,"Cry for the Moon (The Embrace That Smothers , Pt. 4)",53,2003,classical,0.446,0.902,0.046,0.00634,0.000345,0.0813,0.302,180.115,2000,focused
Johann Sebastian Bach,"Brandenburg Concerto No. 2 in F Major, BWV 1047: 1. (Allegro)",24,2001,classical,0.617,0.341,0.0437,0.964,0.859,0.125,0.792,95.216,2000,focused
Marco Sfogli,The 12th Hour,27,2019,classical,0.434,0.844,0.0463,0.000157,0.891,0.0911,0.456,100.015,2010,focused
Ludwig van Beethoven,"33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXXIII (Tempo di minuetto moderato, ma non tirarsi dietro)",17,2023,classical,0.41,0.0291,0.0454,0.992,0.895,0.079,0.115,113.171,2020,focused
Claude Debussy,"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin",50,2020,classical,0.285,0.00464,0.0435,0.995,0.844,0.0582,0.216,72.32,2020,focused
Johann Sebastian Bach,"Mass in B Minor, BWV 232: Credo: Confiteor unum baptisma (Chorus a cappella)",18,2007,classical,0.11,0.125,0.0392,0.986,0.0274,0.192,0.0633,81.026,2000,focused
Howard Shore,An Unexpected Party - Extended Version,38,2012,classical,0.372,0.026,0.0372,0.789,0.675,0.105,0.133,110.945,2010,focused
Johann Sebastian Bach,"Brandenburg Concerto No. 2 in F Major, BWV 1047: I. [Tempo giusto]",25,2009,classical,0.49,0.246,0.0422,0.89,0.182,0.1,0.665,95.479,2000,focused
Béla Bartók,"Romanian Folk Dances, Sz 56: III. Pe-loc - Andante",52,2013,classical,0.558,0.0214,0.0467,0.976,0.953,0.0815,0.0571,87.632,2010,focused
Akira Ifukube,Return Of Godzilla / [King Kong Vs Godzilla],25,2016,classical,0.604,0.399,0.0328,0.972,0.983,0.135,0.328,74.07,2010,focused
Andrei Krylov,Branle of Apennine Mountains for Renaissance Lute,25,2021,classical,0.574,0.44,0.05,0.962,0.897,0.0972,0.464,117.674,2020,focused
Robert Schumann,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",43,2019,classical,0.243,0.0325,0.0454,0.992,0.879,0.108,0.0404,74.26,2010,focused
Frederick Delius,5 Songs from the Norwegian: No. 5. Sunset (arr. J. Lloyd Webber for cello and piano),34,2012,classical,0.264,0.0426,0.0489,0.992,0.946,0.149,0.0394,68.848,2010,focused
Wojciech Kilar,Bram Stoker's Dracula: The Brides,21,2003,classical,0.234,0.278,0.0316,0.652,0.932,0.101,0.0356,47.347,2000,focused
Joe Satriani,Premonition,25,2010,classical,0.399,0.926,0.0548,0.000504,0.816,0.371,0.544,99.95,2010,focused
Sirkazhi Govindarajan,Ganapathiye Varuvaai,26,2000,classical,0.463,0.71,0.0811,0.271,0.0498,0.0874,0.746,103.14,2000,focused
Frank Ticheli,Abracadabra,16,2011,classical,0.402,0.133,0.039,0.953,0.835,0.154,0.159,140.637,2010,focused
Vanessa Wagner,What Arms Are These for You! (Vanessa Wagner Version),24,2016,classical,0.352,0.0624,0.0405,0.995,0.904,0.117,0.0689,68.019,2010,focused
Pyotr Ilyich Tchaikovsky,"Schwanensee, Op. 20: Act III: Pas de deux",22,2002,classical,0.527,0.0985,0.0356,0.833,0.77,0.562,0.816,129.318,2000,focused
Wolfgang Amadeus Mozart,"Eine Kleine Nachtmusik: Serenade In G, K. 525: I. Allegro",19,2008,classical,0.567,0.178,0.0682,0.953,0.935,0.106,0.377,112.832,2000,focused
Frédéric Chopin,"Waltzes, Op. 64: Waltz No. 6 in D-Flat Major, Op. 64, No. 1, ""Minute""",27,2016,classical,0.242,0.0601,0.0437,0.994,0.952,0.245,0.286,81.049,2010,focused
Seattle Symphony Orchestra,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 6 in D-Flat Major",29,2012,classical,0.336,0.0995,0.0455,0.894,0.454,0.0498,0.303,80.669,2010,focused
Sergei Rachmaninoff,"Vocalise, Op. 34, No. 14",23,2002,classical,0.167,0.0888,0.0403,0.994,0.941,0.0984,0.0473,91.258,2000,focused
Varg²™,5 Stars & Vanity Lights,14,2018,club,0.192,0.582,0.068,0.0829,0.932,0.332,0.125,97.0,2010,chill
Rocketship,It's Gonna Be Soon,30,2014,club,0.332,0.41,0.0427,0.726,0.915,0.0497,0.216,124.76,2010,chill
The Saturday People,Find Out,0,2001,club,0.598,0.936,0.0466,0.229,0.00393,0.0356,0.961,160.05,2000,chill
Oneohtrix Point Never,Love In The Time Of Lexapro - KCRW Session,10,2019,club,0.381,0.508,0.0398,0.038,0.834,0.0763,0.0393,128.123,2010,chill
Fatima Al Qadiri,Medieval Femme,20,2021,club,0.214,0.301,0.0351,0.864,0.674,0.118,0.0782,180.012,2020,chill
HVDES,R U Afraid,43,2018,club,0.586,0.729,0.0472,0.000128,0.847,0.101,0.078,95.033,2010,chill
The Brilliant Corners,Emily,0,2013,club,0.44,0.947,0.0329,1.46e-05,0.379,0.0522,0.918,146.098,2010,chill
TOKYO ROSE,Zender Overdrive,3,2016,club,0.635,0.833,0.0952,0.0439,0.878,0.133,0.312,111.998,2010,chill
Fatima Al Qadiri,Souleiman's Theme,14,2019,club,0.44,0.341,0.035,0.953,0.94,0.328,0.184,90.069,2010,chill
DJ Smallz 732,Get Get Down - Club Mix,3,2009,club,0.799,0.913,0.0959,0.0708,1.88e-05,0.0921,0.586,140.011,2000,chill
Vector Seven,Red Sun,31,2021,club,0.583,0.853,0.0373,0.0191,0.827,0.114,0.227,89.995,2020,chill
Sleepy Township,Savoir Faire,0,2001,club,0.74,0.579,0.0392,0.0364,0.000234,0.069,0.691,118.152,2000,chill
MASKED,Alert,8,2019,club,0.591,0.759,0.0418,0.000263,0.34,0.316,0.0397,120.007,2010,chill
Palmistry,Memory Taffeta,16,2015,club,0.809,0.257,0.0842,0.687,4.5e-06,0.145,0.533,132.759,2010,chill
The Shermans,Water,0,2000,club,0.754,0.527,0.0288,0.127,3.2e-05,0.157,0.446,119.472,2000,chill
Allo Darlin',Half Heart Necklace,3,2014,club,0.352,0.808,0.0581,0.00917,0.0278,0.11,0.805,157.788,2010,chill
1788-L,O R G A N I K,14,2019,club,0.347,0.921,0.311,0.0292,0.0247,0.159,0.294,98.777,2010,chill
Fatima Al Qadiri,Is2aleeha,4,2017,club,0.67,0.868,0.0289,0.0102,0.195,0.0879,0.18,131.019,2010,chill
Hodge,Slowing Behaviour,0,2013,club,0.655,0.283,0.0343,0.106,0.903,0.0712,0.283,105.017,2010,chill
ZABO,Ultima,30,2018,club,0.535,0.933,0.0325,0.000123,0.838,0.0709,0.315,99.991,2010,chill
Babyfather,Penelope Freestyle,37,2016,club,0.722,0.755,0.313,0.145,0.00247,0.111,0.69,173.664,2010,chill
Aim To Head,Ooze,15,2021,club,0.577,0.913,0.0453,0.000271,0.68,0.0887,0.0388,125.037,2020,chill
The Virginia Glee Club,Here's to Old Virginia,0,2010,club,0.306,0.263,0.037,0.992,0.0,0.206,0.465,211.737,2010,chill
Samuel Organ,Second Skin,9,2018,club,0.359,0.297,0.172,0.651,0.816,0.11,0.153,159.824,2010,chill
Lyde,Recluse,17,2020,club,0.468,0.898,0.0412,0.00157,0.8,0.14,0.299,175.987,2020,chill
Le Castle Vania,Nobody Gets Out Alive!,16,2009,club,0.442,0.723,0.0826,0.000134,0.0976,0.381,0.252,130.06,2000,chill
Kai Whiston,Lux 3,18,2022,club,0.445,0.419,0.114,0.255,0.00549,0.446,0.405,160.033,2020,chill
Glee Cast,Little Girls (Glee Cast Version),22,2014,club,0.608,0.382,0.0273,0.482,0.0,0.0579,0.557,100.819,2010,chill
C-Swag,Flight School,0,2014,club,0.762,0.736,0.0299,0.00205,0.934,0.137,0.363,101.985,2010,chill
Gost,The Fear,14,2021,club,0.503,0.961,0.207,5.76e-05,0.198,0.341,0.306,138.049,2020,chill
Michael McIntyre,iPads / Thumb War,18,2015,comedy,0.566,0.55,0.93,0.788,0.0,0.687,0.354,110.653,2010,happy
Jim Florentine,Vacum,10,2003,comedy,0.719,0.792,0.886,0.841,0.0,0.167,0.0887,79.795,2000,happy
Ryan Sickler,The Dad Whistle,11,2018,comedy,0.614,0.79,0.938,0.842,0.0,0.89,0.508,86.516,2010,happy
Tim Minchin,Airport Piano,32,2020,comedy,0.577,0.789,0.0376,0.198,0.0,0.14,0.58,139.907,2020,happy
Adam Sandler,Patch Song,15,2002,comedy,0.672,0.501,0.63,0.899,0.0,0.375,0.403,113.145,2000,happy
Bobby Slayton,Masturbation Is Healthy,2,2010,comedy,0.679,0.74,0.919,0.795,0.0,0.691,0.676,132.722,2010,happy
Lisa Landry,Hedgefund,11,2011,comedy,0.412,0.798,0.892,0.836,8.59e-06,0.682,0.327,91.999,2010,happy
Jeff Maurer,"Citibank, Sportswatch",3,2010,comedy,0.653,0.745,0.899,0.791,0.0,0.756,0.398,80.758,2010,happy
The White Boys,Whiteboy Shit,7,2014,comedy,0.741,0.495,0.171,0.0127,0.000501,0.187,0.771,171.918,2010,happy
Robert Schimmel,17 Year Old,17,2019,comedy,0.598,0.583,0.943,0.885,0.0,0.579,0.354,120.523,2010,happy
John Mulaney,Now It’s Time For The Robot Test,34,2018,comedy,0.729,0.842,0.938,0.919,0.0,0.498,0.335,73.772,2010,happy
Louis C.K.,Tap Dancing Lessons,21,2015,comedy,0.645,0.749,0.929,0.809,0.0,0.188,0.0779,124.009,2010,happy
Jeanne Robertson,He is too a nice boy,11,2007,comedy,0.629,0.441,0.94,0.796,0.0,0.722,0.756,107.26,2000,happy
Orny Adams,Propecia,22,2006,comedy,0.476,0.903,0.897,0.808,1.84e-05,0.937,0.21,55.172,2000,happy
Erikka Innes,Mom Decided I Was Gay,7,2013,comedy,0.571,0.342,0.944,0.86,0.0,0.771,0.603,172.349,2010,happy
Doug Stanhope,Djs,12,2017,comedy,0.61,0.584,0.923,0.68,0.0,0.358,0.685,75.929,2010,happy
Iliza Shlesinger,Girl Gps,20,2013,comedy,0.676,0.951,0.94,0.832,0.0,0.66,0.251,85.72,2010,happy
Forrest Shaw,Crying,3,2018,comedy,0.608,0.594,0.905,0.574,0.0,0.728,0.608,84.298,2010,happy
Sam Tallent,The Dig,3,2021,comedy,0.518,0.677,0.945,0.946,3.41e-06,0.721,0.413,88.012,2020,happy
Keith Alberstadt,Charlotte Welcome,2,2004,comedy,0.553,0.958,0.511,0.752,1.28e-06,0.8,0.521,107.245,2000,happy
Louis C.K.,Racism,18,2001,comedy,0.653,0.594,0.911,0.635,0.0,0.68,0.323,106.847,2000,happy
Sarah Millican,Wedding Cake,16,2011,comedy,0.596,0.657,0.907,0.792,0.0,0.378,0.433,106.385,2010,happy
Fahim Anwar,Auditions,8,2017,comedy,0.411,0.966,0.9,0.759,0.0,0.924,0.215,98.822,2010,happy
Christian Finnegan,Old-Timey,36,2014,comedy,0.622,0.735,0.941,0.88,0.0,0.856,0.308,84.315,2010,happy
Andrew Santino,Make a Heisman,25,2017,comedy,0.538,0.906,0.922,0.588,0.0,0.96,0.27,136.67,2010,happy
Natasha Leggero,Hipsters and Burning Man,15,2015,comedy,0.602,0.845,0.929,0.839,0.0,0.716,0.399,118.843,2010,happy
K Trevor Wilson,Small Towns,19,2017,comedy,0.572,0.478,0.95,0.901,6.09e-06,0.73,0.423,102.838,2010,happy
Aaron Wilburn,The Food Network,2,2007,comedy,0.577,0.373,0.817,0.77,0.0,0.418,0.676,101.933,2000,happy
